Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Tkl.1,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Rominigue Kouamé,MLI,MF,Cádiz,27.0,1996.0,9.1,1.54,0.99,0.66,0.77,0.11,0.77,1.65,46.7,0.88,1.1,0.22,0.88,1.43,2.97,1.1,0.11
Jules Koundé,FRA,DF,Barcelona,25.0,1998.0,29.2,1.2,0.72,0.75,0.27,0.17,0.92,1.64,56.3,0.72,1.06,0.41,0.65,0.86,2.05,2.74,0.14
Toni Kroos,GER,MF,Real Madrid,34.0,1990.0,21.9,2.33,1.51,0.87,1.1,0.37,1.1,2.47,44.4,1.37,0.96,0.18,0.78,0.59,2.92,0.46,0.05
Takefusa Kubo,JPN,FW,Real Sociedad,22.0,2001.0,21.9,1.0,0.73,0.59,0.23,0.18,0.32,0.96,33.3,0.64,0.91,0.09,0.82,0.5,1.51,0.32,0.05
Luca de la Torre,USA,MF,Celta Vigo,25.0,1998.0,21.2,1.84,0.99,0.57,1.04,0.24,1.04,2.03,51.2,0.99,0.99,0.14,0.85,0.57,2.41,0.8,0.0
Érik Lamela,ARG,FW,Sevilla,32.0,1992.0,5.1,4.12,2.75,0.78,1.96,1.37,1.96,2.94,66.7,0.98,2.35,0.0,2.35,0.2,4.31,0.98,0.0
Bruno Langa,MOZ,DF,Almería,26.0,1997.0,6.1,1.48,0.98,0.82,0.49,0.16,0.66,1.64,40.0,0.98,1.31,0.49,0.82,0.49,1.97,3.77,0.16
Cyle Larin,CAN,FW,Mallorca,29.0,1995.0,18.2,0.82,0.38,0.27,0.16,0.38,0.11,0.33,33.3,0.22,0.88,0.27,0.6,0.11,0.93,0.82,0.0
Juanmi Latasa,ESP,FW,Getafe,23.0,2001.0,16.2,0.49,0.37,0.0,0.37,0.12,0.06,0.68,9.1,0.62,0.49,0.0,0.49,0.19,0.68,1.23,0.0
Toni Lato,ESP,DF,Mallorca,26.0,1997.0,16.1,2.17,1.37,1.12,0.68,0.37,0.93,1.61,57.7,0.68,1.06,0.19,0.87,0.93,3.11,1.49,0.0
Lázaro,BRA,FW,Almería,22.0,2002.0,3.2,1.25,0.31,0.63,0.0,0.63,0.63,2.5,25.0,1.88,1.25,0.0,1.25,0.31,1.56,0.31,0.0
Robin Le Normand,ESP,DF,Real Sociedad,27.0,1996.0,26.4,1.14,0.8,0.61,0.53,0.0,0.64,1.06,60.7,0.42,0.98,0.57,0.42,1.06,2.2,3.48,0.04
Jeremías Ledesma,ARG,GK,Cádiz,31.0,1993.0,31.9,0.03,0.03,0.03,0.0,0.0,0.03,0.13,25.0,0.09,0.0,0.0,0.0,0.0,0.03,0.47,0.09
Florian Lejeune,FRA,DF,Rayo Vallecano,32.0,1991.0,34.0,0.97,0.59,0.71,0.24,0.03,0.47,0.76,61.5,0.29,0.85,0.44,0.41,0.62,1.59,4.18,0.03
Stefan Lekovic,SRB,DF,Villarreal,20.0,2004.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.33,3.33,0.0,0.0,0.0,3.33,0.0
Iñigo Lekue,ESP,DF,Athletic Club,31.0,1993.0,20.2,1.78,0.94,1.09,0.5,0.2,1.19,2.43,49.0,1.24,1.04,0.2,0.84,0.64,2.43,2.28,0.0
Thomas Lemar,FRA,MF,Atlético Madrid,28.0,1995.0,1.8,1.67,0.56,1.11,0.56,0.0,0.56,1.11,50.0,0.56,0.0,0.0,0.0,0.0,1.67,0.0,0.0
Álvaro Lemos,ESP,DF,Las Palmas,31.0,1993.0,2.2,1.82,0.45,0.45,1.36,0.0,0.0,0.45,0.0,0.45,1.36,0.45,0.91,0.91,2.73,1.82,0.0
Robert Lewandowski,POL,FW,Barcelona,35.0,1988.0,28.3,0.28,0.18,0.0,0.21,0.07,0.14,0.35,40.0,0.21,0.42,0.14,0.28,0.32,0.6,0.6,0.0
Samuel Lino,BRA,DF,Atlético Madrid,24.0,1999.0,20.9,2.78,1.53,1.53,0.67,0.57,1.58,3.01,52.4,1.44,1.58,0.0,1.58,0.67,3.44,1.24,0.0
Javier Llabrés,ESP,MF,Mallorca,21.0,2002.0,2.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,100.0,0.0,0.5,0.0,0.5,0.5,1.5,1.5,0.0
Marcos Llorente,ESP,MF,Atlético Madrid,29.0,1995.0,25.5,1.37,0.78,0.67,0.51,0.2,0.51,1.45,35.1,0.94,1.22,0.35,0.86,0.55,1.92,1.22,0.0
Enzo Loiodice,FRA,MF,Las Palmas,23.0,2000.0,18.1,2.93,1.66,0.83,1.49,0.61,0.88,2.04,43.2,1.16,0.99,0.11,0.88,0.61,3.54,0.72,0.06
David López,ESP,DF,Girona,34.0,1989.0,19.3,1.61,1.04,1.04,0.57,0.0,0.78,0.98,78.9,0.21,1.24,0.83,0.41,0.93,2.54,3.06,0.21
Diego López,ESP,MF,Valencia,22.0,2002.0,26.8,1.19,0.75,0.41,0.52,0.26,0.41,1.83,22.4,1.42,0.86,0.04,0.82,0.67,1.87,0.45,0.0
Fermin López,ESP,MF,Barcelona,21.0,2003.0,13.6,2.72,1.4,1.03,1.18,0.51,0.88,2.5,35.3,1.62,0.81,0.0,0.81,0.22,2.94,0.51,0.0
Javi López,ESP,DF,Alavés,22.0,2002.0,24.7,0.89,0.49,0.45,0.32,0.12,0.57,0.97,58.3,0.4,0.97,0.36,0.61,0.4,1.3,3.04,0.04
Unai López,ESP,MF,Rayo Vallecano,28.0,1995.0,21.9,2.05,1.1,0.78,0.96,0.32,0.87,2.19,39.6,1.32,1.05,0.14,0.91,0.73,2.79,0.59,0.09
Dion Lopy,SEN,MF,Almería,22.0,2002.0,21.3,2.91,1.74,1.69,0.94,0.28,0.8,2.07,38.6,1.27,1.08,0.23,0.85,0.7,3.62,1.03,0.09
Anthony Lozano,HON,MF,Getafe,31.0,1993.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Anthony Lozano,HON,FW,Almería,31.0,1993.0,7.6,0.66,0.53,0.26,0.39,0.0,0.39,0.79,50.0,0.39,0.66,0.13,0.53,0.13,0.79,1.45,0.0
Lucas,BRA,DF,Cádiz,23.0,2001.0,16.1,2.92,1.68,1.99,0.68,0.25,1.99,3.29,60.4,1.3,1.68,0.25,1.43,1.06,3.98,2.67,0.0
José Luis Gayà,ESP,DF,Valencia,28.0,1995.0,19.4,3.61,1.86,2.27,1.13,0.21,2.16,3.4,63.6,1.24,0.88,0.15,0.72,0.52,4.12,2.16,0.0
José Luis Morales,ESP,FW,Villarreal,36.0,1987.0,10.7,0.47,0.28,0.09,0.37,0.0,0.28,1.21,23.1,0.93,0.84,0.09,0.75,0.56,1.03,0.37,0.0
Dodi Lukebakio,BEL,FW,Sevilla,26.0,1997.0,10.2,0.39,0.2,0.2,0.1,0.1,0.1,0.49,20.0,0.39,0.78,0.2,0.59,0.2,0.59,0.29,0.0
Andriy Lunin,UKR,GK,Real Madrid,25.0,1999.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.65,0.05
Darwin Machís,VEN,MF,Cádiz,31.0,1993.0,8.7,2.64,1.61,0.8,1.03,0.8,1.49,2.76,54.2,1.26,0.92,0.11,0.8,0.46,3.1,0.23,0.0
Pablo Maffeo,ESP,DF,Mallorca,26.0,1997.0,15.9,2.2,1.38,1.13,0.82,0.25,1.45,2.52,57.5,1.07,0.75,0.13,0.63,0.63,2.83,1.45,0.0
Jon Magunacelaya,ESP,FW,Real Sociedad,23.0,2000.0,1.3,3.85,2.31,1.54,2.31,0.0,3.08,6.15,50.0,3.08,2.31,0.0,2.31,0.0,3.85,1.54,0.0
Nemanja Maksimović,SRB,MF,Getafe,29.0,1995.0,33.3,1.77,1.17,0.72,0.84,0.21,0.63,1.11,56.8,0.48,1.56,0.66,0.9,1.29,3.06,1.8,0.0
Giorgi Mamardashvili,GEO,GK,Valencia,23.0,2000.0,33.5,0.12,0.09,0.12,0.0,0.0,0.12,0.12,100.0,0.0,0.0,0.0,0.0,0.0,0.12,0.6,0.06
Wilson Manafá,POR,DF,Granada,29.0,1994.0,2.7,2.22,1.48,1.11,0.74,0.37,1.48,2.59,57.1,1.11,0.37,0.0,0.37,0.37,2.59,1.48,0.37
Reinildo Mandava,MOZ,DF,Atlético Madrid,30.0,1994.0,7.7,3.9,2.86,2.08,1.43,0.39,2.47,2.86,86.4,0.39,1.3,0.26,1.04,1.82,5.71,2.73,0.0
Aïssa Mandi,ALG,DF,Villarreal,32.0,1991.0,11.4,0.88,0.53,0.61,0.26,0.0,0.61,1.23,50.0,0.61,0.79,0.61,0.18,0.7,1.58,3.25,0.0
Javier Manquillo,ESP,DF,Celta Vigo,30.0,1994.0,6.3,1.9,1.27,0.63,0.63,0.63,1.11,1.9,58.3,0.79,2.06,0.48,1.59,0.32,2.22,1.75,0.0
Faitout Maouassa,FRA,DF,Granada,25.0,1998.0,1.9,4.21,2.63,3.16,0.53,0.53,2.11,2.63,80.0,0.53,2.63,0.0,2.63,0.53,4.74,1.05,0.0
Marcão,BRA,DF,Sevilla,27.0,1996.0,3.4,2.35,1.47,1.18,1.18,0.0,1.47,2.65,55.6,1.18,2.35,1.76,0.59,0.88,3.24,2.06,0.29
Óscar de Marcos,ESP,DF,Athletic Club,35.0,1989.0,24.1,2.32,1.62,1.08,1.0,0.25,1.74,2.9,60.0,1.16,1.12,0.25,0.87,0.58,2.9,1.7,0.0
Alberto Marí,ESP,FW,Valencia,22.0,2001.0,1.3,1.54,0.77,0.0,0.77,0.77,0.77,0.77,100.0,0.0,0.77,0.0,0.77,0.0,1.54,3.08,0.0
José Mari,ESP,MF,Cádiz,36.0,1987.0,0.2,10.0,5.0,0.0,10.0,0.0,5.0,10.0,50.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
José María Giménez,URU,DF,Atlético Madrid,29.0,1995.0,12.7,1.18,0.63,0.55,0.55,0.08,0.39,0.94,41.7,0.55,0.79,0.63,0.16,0.71,1.89,5.83,0.0
Mariano,DOM,FW,Sevilla,30.0,1993.0,2.4,0.42,0.42,0.0,0.42,0.0,0.0,0.0,,0.0,0.42,0.0,0.42,0.0,0.42,0.83,0.0
Rafa Marín,ESP,DF,Alavés,21.0,2002.0,25.6,1.17,0.74,0.82,0.35,0.0,0.51,1.02,50.0,0.51,1.25,0.74,0.51,1.13,2.3,4.69,0.08
Diego Mariño,ESP,GK,Almería,34.0,1990.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Mika Màrmol,ESP,DF,Las Palmas,21.0,2002.0,32.3,1.95,1.18,1.21,0.68,0.06,0.96,1.42,67.4,0.46,1.08,0.53,0.56,1.24,3.19,4.21,0.06
Unai Marrero,ESP,GK,Real Sociedad,22.0,2001.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roger Martí,ESP,FW,Cádiz,33.0,1991.0,12.8,0.78,0.39,0.08,0.63,0.08,0.16,0.47,33.3,0.31,1.17,0.08,1.09,0.55,1.33,0.23,0.0
Iván Martín,ESP,MF,Girona,25.0,1999.0,27.3,1.47,0.84,0.73,0.51,0.22,0.73,1.9,38.5,1.17,0.88,0.07,0.81,0.66,2.12,0.51,0.0
Arnau Martinez,ESP,DF,Girona,21.0,2003.0,12.5,1.92,1.28,1.36,0.48,0.08,1.2,2.32,51.7,1.12,0.96,0.32,0.64,0.8,2.72,3.12,0.16
Iñigo Martínez,ESP,DF,Barcelona,32.0,1991.0,11.4,0.88,0.61,0.79,0.09,0.0,0.53,0.61,85.7,0.09,1.05,0.88,0.18,0.79,1.67,3.77,0.0
Marvin,ESP,FW,Las Palmas,23.0,2000.0,18.7,1.98,1.23,0.91,0.86,0.21,0.91,1.71,53.1,0.8,1.23,0.11,1.12,0.7,2.67,0.86,0.05
Omar Mascarell,ESP,MF,Mallorca,31.0,1993.0,16.2,1.98,0.93,0.99,0.99,0.0,1.05,2.04,51.5,0.99,1.42,0.49,0.93,1.79,3.77,1.79,0.06
Jaime Mata,ESP,FW,Getafe,35.0,1988.0,17.6,1.31,0.85,0.68,0.4,0.23,0.63,1.42,44.0,0.8,0.97,0.06,0.91,0.91,2.22,1.7,0.0
Luís Maximiano,POR,GK,Almería,25.0,1999.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.53,0.06
Borja Mayoral,ESP,FW,Getafe,27.0,1997.0,23.9,0.38,0.21,0.08,0.08,0.21,0.21,0.92,22.7,0.71,0.29,0.0,0.29,0.17,0.54,0.67,0.0
Mamadou Mbaye,SEN,DF,Cádiz,25.0,1998.0,3.2,1.88,0.94,0.94,0.94,0.0,0.63,1.56,40.0,0.94,3.13,2.19,0.94,1.56,3.44,8.13,0.0
Hannibal Mejbri,TUN,MF,Sevilla,21.0,2003.0,1.1,1.82,1.82,0.91,0.91,0.0,0.0,0.91,0.0,0.91,0.0,0.0,0.0,0.0,1.82,0.0,0.0
Óscar Melendo,ESP,MF,Granada,26.0,1997.0,11.8,1.1,0.42,0.34,0.76,0.0,0.34,1.02,33.3,0.68,1.1,0.0,1.1,0.42,1.53,0.34,0.08
Gonzalo Melero,ESP,MF,Almería,30.0,1994.0,10.9,1.19,0.64,0.55,0.46,0.18,0.55,1.47,37.5,0.92,0.92,0.18,0.73,0.37,1.56,0.83,0.0
Memphis,NED,FW,Atlético Madrid,30.0,1994.0,9.5,0.53,0.21,0.0,0.32,0.21,0.32,0.63,50.0,0.32,0.21,0.0,0.21,0.11,0.63,0.0,0.0
Houboulang Mendes,GNB,DF,Almería,26.0,1998.0,4.4,3.64,2.95,2.5,1.14,0.0,1.82,3.64,50.0,1.82,0.91,0.45,0.45,0.23,3.86,3.86,0.23
Tomás Mendes,ESP,MF,Alavés,19.0,2004.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brais Méndez,ESP,MF,Real Sociedad,27.0,1997.0,24.6,1.46,0.98,0.49,0.65,0.33,0.53,1.59,33.3,1.06,0.73,0.12,0.61,0.41,1.87,0.69,0.0
Bruno Méndez,URU,DF,Granada,24.0,1999.0,13.6,2.43,1.18,1.32,0.74,0.37,1.32,2.35,56.3,1.03,1.69,0.44,1.25,1.76,4.19,3.24,0.0
Diego Méndez,ESP,MF,Rayo Vallecano,20.0,2003.0,0.1,10.0,10.0,10.0,0.0,0.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0
Ferland Mendy,FRA,DF,Real Madrid,28.0,1995.0,17.1,0.88,0.58,0.7,0.12,0.06,0.64,0.82,78.6,0.18,0.58,0.12,0.47,0.76,1.64,1.52,0.06
Jorge Meré,ESP,DF,Cádiz,27.0,1997.0,7.5,1.07,0.93,0.8,0.27,0.0,0.53,0.93,57.1,0.4,0.67,0.4,0.27,1.07,2.13,4.4,0.0
Mikel Merino,ESP,MF,Real Sociedad,27.0,1996.0,25.6,2.54,1.33,0.86,1.13,0.55,0.82,1.76,46.7,0.94,1.29,0.43,0.86,0.47,3.01,2.03,0.12
Omenuke Mfulu,COD,MF,Las Palmas,30.0,1994.0,0.9,4.44,3.33,3.33,1.11,0.0,0.0,1.11,0.0,1.11,1.11,1.11,0.0,2.22,6.67,5.56,0.0
Miguel,ESP,FW,Alavés,24.0,1999.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.86,0.0,2.86,0.0,0.0,0.0,0.0
Éder Militão,BRA,DF,Real Madrid,26.0,1998.0,3.8,1.05,0.79,0.26,0.79,0.0,1.05,1.58,66.7,0.53,0.53,0.26,0.26,0.53,1.58,3.16,0.26
Luis Milla,ESP,MF,Getafe,29.0,1994.0,21.7,2.53,1.47,0.83,1.24,0.46,1.24,2.12,58.7,0.88,0.74,0.05,0.69,1.43,3.96,0.46,0.0
Marko Milovanović,SRB,FW,Almería,20.0,2003.0,3.4,1.18,1.18,0.29,0.88,0.0,0.59,1.18,50.0,0.59,0.59,0.0,0.59,0.0,1.18,1.47,0.0
Óscar Mingueza,ESP,DF,Celta Vigo,25.0,1999.0,30.8,1.82,1.07,1.23,0.36,0.23,1.07,2.44,44.0,1.36,1.17,0.19,0.97,0.55,2.37,1.43,0.06
Ignasi Miquel,ESP,DF,Granada,31.0,1992.0,33.2,1.42,0.9,1.17,0.18,0.06,0.72,1.23,58.5,0.51,0.96,0.48,0.48,1.36,2.77,3.98,0.12
Rafa Mir,ESP,FW,Sevilla,26.0,1997.0,4.3,0.47,0.47,0.23,0.23,0.0,0.23,0.47,50.0,0.23,0.47,0.0,0.47,0.23,0.7,0.23,0.0
Juan Miranda,ESP,DF,Betis,24.0,2000.0,18.6,1.88,1.18,1.08,0.59,0.22,0.81,1.51,53.6,0.7,1.45,0.27,1.18,0.97,2.85,3.33,0.0
Stefan Mitrović,SRB,DF,Getafe,33.0,1990.0,7.8,1.15,0.38,0.9,0.26,0.0,0.51,1.03,50.0,0.51,0.38,0.26,0.13,0.77,1.92,3.33,0.0
Luka Modrić,CRO,MF,Real Madrid,38.0,1985.0,17.7,1.19,0.79,0.56,0.28,0.34,0.51,1.36,37.5,0.85,0.73,0.23,0.51,1.13,2.32,0.51,0.0
Johan Mojica,COL,DF,Osasuna,31.0,1992.0,20.4,1.42,1.08,0.54,0.69,0.2,0.74,1.13,65.2,0.39,0.69,0.1,0.59,0.98,2.4,1.81,0.1
Alberto Moleiro,ESP,FW,Las Palmas,20.0,2003.0,17.1,0.82,0.35,0.23,0.35,0.23,0.29,1.58,18.5,1.29,0.58,0.0,0.58,0.41,1.23,0.58,0.0
Nahuel Molina,ARG,DF,Atlético Madrid,26.0,1998.0,20.6,1.84,1.07,0.78,0.87,0.19,1.26,2.62,48.1,1.36,0.92,0.15,0.78,0.44,2.28,1.75,0.05
Jon Moncayola,ESP,MF,Osasuna,26.0,1998.0,18.5,1.46,0.97,0.76,0.54,0.16,0.92,2.22,41.5,1.3,1.62,0.27,1.35,0.7,2.16,1.14,0.0
César Montes,MEX,DF,Almería,27.0,1997.0,17.9,1.06,0.61,0.61,0.45,0.0,0.45,0.84,53.3,0.39,1.01,0.39,0.61,0.61,1.68,4.64,0.0
Álvaro Morata,ESP,FW,Atlético Madrid,31.0,1992.0,20.4,0.78,0.49,0.2,0.34,0.25,0.15,0.25,60.0,0.1,0.88,0.15,0.74,0.05,0.83,1.23,0.0
Alberto Moreno,ESP,DF,Villarreal,31.0,1992.0,15.6,1.86,1.35,1.15,0.58,0.13,0.58,1.73,33.3,1.15,0.64,0.13,0.51,1.41,3.27,2.12,0.0
Gerard Moreno,ESP,FW,Villarreal,32.0,1992.0,23.8,1.05,0.5,0.42,0.29,0.34,0.46,1.01,45.8,0.55,1.01,0.29,0.71,0.38,1.43,1.01,0.0
Jorge Moreno,ESP,DF,Osasuna,23.0,2001.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,5.0,0.0,0.0,15.0,0.0
Ilaix Moriba,GUI,MF,Getafe,21.0,2003.0,6.0,3.17,1.67,0.5,1.67,1.0,0.67,1.5,44.4,0.83,0.5,0.17,0.33,0.67,3.83,1.5,0.0
Manu Morlanes,ESP,MF,Mallorca,25.0,1999.0,15.8,2.53,1.46,1.14,1.33,0.06,1.14,2.91,39.1,1.77,0.76,0.06,0.7,1.01,3.54,1.14,0.0
Cristhian Mosquera,COL,DF,Valencia,19.0,2004.0,31.2,1.6,0.96,0.99,0.51,0.1,0.71,1.15,61.1,0.45,1.25,0.64,0.61,1.09,2.69,4.1,0.06
Yerson Mosquera,COL,DF,Villarreal,23.0,2001.0,10.7,1.78,0.75,1.21,0.47,0.09,0.84,1.12,75.0,0.28,0.84,0.19,0.65,0.84,2.62,4.95,0.0
Abdul Mumin,GHA,DF,Rayo Vallecano,25.0,1998.0,16.8,1.07,0.54,0.71,0.24,0.12,0.42,0.54,77.8,0.12,1.49,1.01,0.48,1.13,2.2,4.58,0.06
Iker Muniain,ESP,MF,Athletic Club,31.0,1992.0,5.9,0.85,0.17,0.34,0.51,0.0,0.17,0.34,50.0,0.17,0.68,0.17,0.51,0.0,0.85,0.0,0.0
Aihen Muñoz,ESP,DF,Real Sociedad,26.0,1997.0,12.5,2.88,1.68,1.6,0.8,0.48,1.92,2.8,68.6,0.88,1.28,0.64,0.64,0.72,3.6,2.64,0.0
Álvaro Muñoz,URU,FW,Real Madrid,19.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Iker Muñoz,ESP,MF,Osasuna,21.0,2002.0,17.6,1.53,0.85,0.51,0.97,0.06,0.68,1.48,46.2,0.8,0.91,0.28,0.63,0.63,2.16,2.5,0.0
Javier Muñoz,ESP,MF,Las Palmas,29.0,1995.0,27.0,1.33,0.7,0.48,0.63,0.22,0.52,1.44,35.9,0.93,1.3,0.15,1.15,0.7,2.04,0.93,0.04
Vedat Muriqi,KVX,FW,Mallorca,30.0,1994.0,24.5,0.45,0.24,0.16,0.12,0.16,0.08,0.57,14.3,0.49,0.45,0.16,0.29,0.24,0.69,1.06,0.0
Nacho,ESP,DF,Real Madrid,34.0,1990.0,17.4,0.86,0.46,0.34,0.4,0.11,0.34,0.69,50.0,0.34,1.15,0.69,0.46,0.92,1.78,2.7,0.0
Matija Nastasić,SRB,DF,Mallorca,31.0,1993.0,24.1,1.45,0.71,1.08,0.37,0.0,1.0,1.33,75.0,0.33,1.37,0.83,0.54,1.12,2.57,4.65,0.0
Roberto Navarro,ESP,MF,Cádiz,22.0,2002.0,18.4,2.34,1.52,1.03,1.03,0.27,1.09,2.07,52.6,0.98,1.63,0.0,1.63,0.87,3.21,0.38,0.0
Jesús Navas,ESP,DF,Sevilla,38.0,1985.0,20.8,1.59,1.11,0.87,0.63,0.1,1.06,1.92,55.0,0.87,0.72,0.34,0.38,1.01,2.6,2.02,0.0
Álvaro Negredo,ESP,FW,Cádiz,38.0,1985.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.67,0.0,1.67,1.67,1.67,0.0,0.0
Carlos Neva,ESP,DF,Granada,27.0,1996.0,33.0,0.85,0.55,0.61,0.21,0.03,0.45,1.09,41.7,0.64,1.18,0.42,0.76,0.76,1.61,3.09,0.03
Tanguy Nianzou,FRA,DF,Sevilla,21.0,2002.0,3.5,3.43,2.29,2.57,0.57,0.29,2.29,3.14,72.7,0.86,0.57,0.0,0.57,0.86,4.29,2.57,0.29
Saúl Ñíguez,ESP,MF,Atlético Madrid,29.0,1994.0,14.9,4.09,2.48,1.74,1.95,0.4,1.88,2.95,63.6,1.07,2.42,0.6,1.81,0.94,5.03,3.56,0.0
Peru Nolaskoain,ESP,DF,Athletic Club,25.0,1998.0,0.1,10.0,10.0,10.0,0.0,0.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0
Randy Ntekja,FRA,FW,Rayo Vallecano,26.0,1997.0,6.3,1.75,0.63,0.16,0.95,0.63,0.63,1.43,44.4,0.79,0.95,0.16,0.79,0.32,2.06,1.59,0.0
Unai Núñez,ESP,DF,Celta Vigo,27.0,1997.0,31.0,1.61,0.9,0.94,0.61,0.06,0.71,1.55,45.8,0.84,1.23,0.77,0.45,1.68,3.29,4.87,0.1
Ørjan Nyland,NOR,GK,Sevilla,33.0,1990.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.05
Jan Oblak,SVN,GK,Atlético Madrid,31.0,1993.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0
Brian Ocampo,URU,MF,Cádiz,24.0,1999.0,1.6,1.25,0.63,0.0,1.25,0.0,0.63,1.25,50.0,0.63,1.88,0.0,1.88,0.63,1.88,0.0,0.0
Lucas Ocampos,ARG,FW,Sevilla,29.0,1994.0,29.0,2.14,1.48,0.72,0.86,0.55,0.93,1.9,49.1,0.97,1.1,0.03,1.07,0.55,2.69,0.97,0.0
Álvaro Odriozola,ESP,DF,Real Sociedad,28.0,1995.0,3.5,2.29,1.71,2.0,0.29,0.0,1.14,1.14,100.0,0.0,0.57,0.29,0.29,2.0,4.29,2.0,0.0
Olasagasti,ESP,MF,Real Sociedad,23.0,2000.0,3.5,4.0,3.43,0.86,2.0,1.14,1.14,2.0,57.1,0.86,0.57,0.0,0.57,0.86,4.86,1.43,0.29
Samuel Omorodion,ESP,FW,Alavés,20.0,2004.0,19.7,0.3,0.15,0.05,0.2,0.05,0.0,0.2,0.0,0.2,0.51,0.1,0.41,0.05,0.36,0.71,0.0
Samuel Omorodion,ESP,FW,Granada,20.0,2004.0,0.9,1.11,1.11,0.0,1.11,0.0,1.11,1.11,100.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0
Aimar Oroz,ESP,MF,Osasuna,22.0,2001.0,23.7,1.73,1.1,0.68,0.84,0.21,0.55,1.56,35.1,1.01,1.05,0.08,0.97,0.55,2.28,0.42,0.0
Asier Osambela,ESP,MF,Osasuna,20.0,2004.0,0.1,,10.0,,,,,,,,,,,0.0,,,
Milutin Osmajić,MNE,MF,Cádiz,24.0,1999.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aiham Ousou,SYR,DF,Cádiz,24.0,2000.0,4.8,1.67,1.04,1.25,0.42,0.0,1.04,1.04,100.0,0.0,0.21,0.0,0.21,1.46,3.13,3.13,0.0
Jesús Owono,EQG,GK,Alavés,23.0,2001.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikel Oyarzabal,ESP,FW,Real Sociedad,27.0,1997.0,22.5,0.98,0.76,0.31,0.44,0.22,0.31,0.89,35.0,0.58,1.02,0.13,0.89,0.18,1.16,0.49,0.0
Cenk Özkacar,TUR,DF,Valencia,23.0,2000.0,16.1,1.61,0.93,1.37,0.25,0.0,0.93,1.43,65.2,0.5,1.12,0.43,0.68,0.99,2.61,4.78,0.06
Jon Pacheco,ESP,DF,Real Sociedad,23.0,2001.0,14.0,1.5,0.86,1.36,0.14,0.0,0.79,1.29,61.1,0.5,1.14,0.43,0.71,0.5,2.0,3.07,0.07
Isaac Palazón Camacho,ESP,MF,Rayo Vallecano,29.0,1994.0,28.9,1.35,0.73,0.48,0.62,0.24,0.55,1.76,31.4,1.21,0.9,0.07,0.83,0.55,1.9,1.31,0.0
Joaquín Panichelli,ARG,MF,Alavés,21.0,2002.0,1.4,2.14,2.14,0.71,0.71,0.71,0.71,1.43,50.0,0.71,0.0,0.0,0.0,0.71,2.86,1.43,0.0
Sokratis Papastathopoulos,GRE,DF,Betis,35.0,1988.0,9.6,1.35,0.73,0.94,0.42,0.0,0.94,1.35,69.2,0.42,1.15,0.73,0.42,0.63,1.98,5.52,0.0
Victor Parada,ESP,FW,Alavés,22.0,2002.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Aitor Paredes,ESP,DF,Athletic Club,24.0,2000.0,28.0,0.64,0.36,0.32,0.32,0.0,0.25,0.5,50.0,0.25,0.75,0.36,0.39,1.07,1.71,3.32,0.0
